Rosskar aufg.;385;6450;Sölden;;;;;ja;1997;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.200;;;400;1.140;456
Gaisberg aufg.;386;6450;Sölden;;;;;ja;2007;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.070;;;155;1.440;223
Langegg II aufg.;368;6450;Sölden;;;;1975;ja;2000;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.011;2.064;2.380;316;1.108;350
Neder aufg.;387;6450;Sölden;;;;1985;ja;2006;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;615;2.058;2.280;222;1.080;240
Gratl;358;6450;Sölden;;;;1985;nein;;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.079;2.131;2.533;402;1.440;579
Hainbachkar aufg.;370;6450;Sölden;;;;1993;ja;1999;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.293;2.273;2.573;297;1.442;428
Mittelstation;355;6450;Sölden;;;;1974;nein;;2er Sessellift fix geklemmt;teilweise;;8,00;2;nein;kein;keine;1.800;1.494;2.178;684;920;629
Stabelbahn aufg.;356;6450;Sölden;;;;1975;ja;2006;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.358;1.923;2.452;529;1.042;551
Heidebahn aufg.;357;6450;Sölden;;;;1980;ja;2001;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.686;1.951;2.485;534;1.445;772
Rosskirpl;364;6450;Sölden;;;;1991;nein;;4er Sessellift kuppelbar;keine;;10,00;;nein;Bubble;keine;1.648;2.287;2.744;457;2.650;1.211
Gaislachkoglbahn I aufg.;1852;6450;Sölden;;;;1966;ja;1988;Doppelseilumlaufbahn;keine;;12,00;;nein;Kabine;keine;0;0;0;0;450;0
Gaislachkogel I aufg.;351;6450;Sölden;;;;1988;ja;2010;Doppelseilumlaufbahn;teilweise;;12,00;;nein;Kabine;keine;2.048;1.370;2.178;808;2.600;2.101
Gaislachkogelbahn II aufg.;1853;6450;Sölden;;;;1966;ja;1988;Doppelseilumlaufbahn;keine;;12,00;;nein;Kabine;keine;0;0;0;0;4.450;0
Gaislachkogel II;352;6450;Sölden;;;;1988;nein;;Doppelseilumlaufbahn;keine;;12,00;;nein;Kabine;keine;1.981;2.178;3.041;863;1.250;1.079
Schwarze Scheid I;1799;6450;Sölden;;;;2003;nein;;8er Einseilumlaufbahn;keine;;12,00;8;nein;Kabine;keine;919;2.674;2.991;317;2.800;888
Tiefenbachferner;1672;6450;Sölden;;;;2000;nein;;8er Einseilumlaufbahn;keine;;12,00;8;nein;Kabine;keine;2.039;2.795;3.249;454;2.800;1.271
Hochgurglbahn I;1748;6450;Sölden;;;;2001;nein;;8er Einseilumlaufbahn;teilweise;;12,00;8;nein;Kabine;keine;912;1.789;2.160;371;2.015;748
Hochgurglbahn II;1749;6450;Sölden;;;;2001;nein;;8er Einseilumlaufbahn;teilweise;;12,00;8;nein;Kabine;keine;2.175;2.160;2.714;554;2.015;1.116
Schwarze Scheid II;1800;6450;Sölden;;;;2003;nein;;8er Einseilumlaufbahn;keine;;12,00;8;nein;Kabine;keine;1.013;2.991;3.247;256;2.800;717
Giggijoch;1599;6450;Sölden;;;;1998;nein;;8er Einseilumlaufbahn;teilweise;;12,00;8;nein;Kabine;keine;2.670;1.353;2.284;931;2.800;2.607
Gletscherexpress;1600;6450;Sölden;;;;1998;nein;;8er Einseilumlaufbahn;ausschließlich;;12,00;8;nein;Kabine;keine;1.593;2.672;2.756;84;2.400;202
Top Express Gurgl;1607;6450;Sölden;;;;1998;nein;;8er Einseilumlaufbahn;ausschließlich;;12,00;8;nein;Kabine;keine;3.630;2.336;2.417;81;1.200;97
Festkogl;383;6450;Sölden;;;;1979;nein;;6er Einseilumlaufbahn;teilweise;;12,00;6;nein;Kabine;keine;2.000;1.910;2.671;740;2.000;1.480
Giggijoch aufg.;363;6450;Sölden;;;;1977;ja;1998;4er Einseilumlaufbahn;teilweise;;12,00;4;nein;Kabine;keine;2.680;1.352;2.284;932;1.620;1.510
Tiefenbachkogel aufg.;382;6450;Sölden;;;;1981;ja;2000;Zweiseilumlaufbahn;keine;;1,00;;nein;Kabine;keine;593;3.118;3.255;137;1.441;197
Stabele;1872;6450;Sölden;;;;2006;nein;;6er Sessellift kuppelbar;keine;;12,00;;nein;Bubble;keine;1.075;1.960;2.398;438;2.600;1.139
Seiterkar;1835;6450;Sölden;;;;2004;nein;;6er Sessellift kuppelbar;keine;;12,00;;nein;Bubble;keine;899;2.795;3.051;256;3.000;768
Rettenbachjoch;374;6450;Sölden;;;;1989;nein;;4er Sessellift kuppelbar;keine;;10,00;;nein;Bubble;keine;961;2.674;2.995;321;2.800;899
Schwarzkogl;1606;6450;Sölden;;;;1999;nein;;4er Sessellift kuppelbar;keine;;10,00;;nein;Bubble;keine;1.107;2.573;2.964;391;2.400;938
Heidebahn;1739;6450;Sölden;;;;2001;nein;;4er Sessellift kuppelbar;keine;;10,00;;nein;Bubble;keine;1.620;1.952;2.428;476;2.400;1.142
Silleralmbahn;4657;6306;Söll;;;;2008;nein;;6er Sessellift kuppelbar;;Amt der Tiroler Landesregierung;6,10;6;nein;;;873;1.191;1.494;303;2.500;758
Mühlbichllift aufg.;1341;6306;Söll;;;;1974;ja;;Schlepplift mit niedriger Seilführung;keine;;6,00;2;nein;kein;keine;161;705;730;25;556;9
Grundriedlift aufg.;866;6306;Söll;;;;1975;ja;2004;Schlepplift;keine;;6,00;2;nein;kein;keine;991;1.125;1.450;325;1.200;390
Knollnlift;1536;6306;Söll;;;;1995;nein;;Tellerschlepplift;keine;;4,00;1;nein;kein;keine;500;710;740;30;715;21
Salvenmoosbahn;864;6306;Söll;;;;1988;nein;;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;430;1.100;1.207;107;1.200;128
Tennfeldlift;1537;6306;Söll;;;;1974;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;200;705;730;25;350;9
Stöcklbahn;859;6306;Söll;;;;1988;nein;;4er Sessellift fix geklemmt;keine;;10,00;4;nein;kein;keine;790;1.100;1.303;203;2.400;487
Rinnerbahn;1534;6306;Söll;;;;1995;nein;;4er Sessellift fix geklemmt;keine;;10,00;4;nein;kein;keine;550;1.100;1.250;150;1.800;270
Keat Bahn;1535;6306;Söll;;;;1995;nein;;4er Sessellift kuppelbar;keine;;10,00;4;nein;kein;keine;1.230;1.145;1.541;396;2.200;871
Hohe Salve;1696;6306;Söll;;;;2000;nein;;8er Einseilumlaufbahn;keine;;12,00;8;nein;Kabine;keine;1.900;1.150;1.829;679;1.600;1.086
Hochsöll;857;6306;Söll;;;;1988;nein;;8er Einseilumlaufbahn;teilweise;;12,00;8;nein;Kabine;keine;1.882;730;1.150;420;2.800;1.176
Hexen 6er;1907;6306;Söll;;;;2004;nein;;6er Sessellift kuppelbar;keine;;12,00;;nein;Bubble;keine;1.237;1.103;1.470;367;3.000;1.101
Hausfeld II;5038;6306;Söll;;;;;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;155;;;22;132;
Pinocchio Lift Kinderland;5017;6306;Söll;;;;;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;50;;;5;600;
Babylift Brandstadl;5014;6306;Söll;;;;2000;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;120;;;10;688;7
Hochsöll aufg.;868;6306;Söll;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;1.241;1.140;1.524;384;1.200;461
Knollnlift aufg.;869;6306;Söll;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;316;;;49;520;25
Südlift aufg.;872;6306;Söll;;;;1975;ja;1999;Schlepplift;keine;;6,00;2;nein;kein;keine;818;1.400;1.653;253;1.400;354
Rinneralpe aufg.;867;6306;Söll;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;550;1.135;1.291;156;1.200;187
Salvegipfel;865;6306;Söll;;;;1970;ja;2000;1er Sessellift fix geklemmt;keine;;7,00;1;nein;kein;keine;1.900;1.150;1.829;679;680;462
Silleralmbahn aufg.;863;6306;Söll;;;;1985;ja;2008;3er Sessellift fix geklemmt;keine;;9,00;3;nein;kein;keine;950;1.174;1.504;330;2.000;660
Seilbahn Söll aufg.;856;6306;Söll;;;;1986;ja;2004;Zweiseilpendelbahn;ausschließlich;;15,00;;nein;Kabine;keine;1.060;1.140;1.294;154;1.000;154
Übungslift St. Christoph;5053;6580;St. Anton am Arlberg;;;;;nein;;Schlepplift;;;;;nein;;;95;;;16;645;10
Maiensee II;5045;6580;St. Anton am Arlberg;St. Christoph;26;;1969;nein;;Schlepplift;keine;Amt der Tiroler Landesregierung;6,00;2;nein;kein;keine;508;1.750;1.857;107;1.310;140
Gampen I aufg.;5042;6580;St. Anton am Arlberg;;;;;ja;;Schlepplift;;;;;nein;;;350;;;58;985;
Rendlbahn;5539;6580;St. Anton am Arlberg;Rosannaweg;2;;2009;nein;;8er Einseilumlaufbahn;teilweise;Amt der Tiroler Landesregierung;;8;ja;Kabine;keine;2.588;1.310;2.031;721;2.000;1.442
Stricklift II aufg.;5048;6580;St. Anton am Arlberg;;;;;ja;2009;Schlepplift mit niedriger Seilführung;;;;;nein;;;80;;;3;720;
Stricklift I aufg.;5047;6580;St. Anton am Arlberg;;;;;ja;2009;Schlepplift mit niedriger Seilführung;;;;;nein;;;92;;;1;720;
Maiensee I;5044;6580;St. Anton am Arlberg;St. Christoph;26;;1960;nein;;Schlepplift;teilweise;Amt der Tiroler Landesregierung;6,00;2;nein;kein;keine;508;1.750;1.857;107;1.260;135
Zammermoosbahn;5205;6580;St. Anton am Arlberg;Kandaharweg;9;;1990;nein;;4er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;10,00;4;nein;Bubble;Förderband;1.597;1.695;2.183;488;2.400;1.171
Galzig-Osthang;5204;6580;St. Anton am Arlberg;Kandaharweg;9;;1995;nein;;4er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;;4;nein;Bubble;Förderband;1.229;1.854;2.180;326;2.650;864
Arlenmähderbahn aufg.;5203;6580;St. Anton am Arlberg;;;;;ja;;6er Sessellift kuppelbar;;;;;nein;;;1.629;;;497;2.600;
St. Christoph Übungslift;1073;6580;St. Anton am Arlberg;St. Christoph;26;;2005;nein;;Schlepplift;keine;Amt der Tiroler Landesregierung;6,00;2;nein;kein;keine;104;1.766;1.782;16;795;13
Nassereinlift;1049;6580;St. Anton am Arlberg;Nassereingasse;8;;2000;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;295;1.290;1.350;60;700;42
Kindlisfeldlift;1050;6580;St. Anton am Arlberg;Kandaharweg;9;;1968;nein;;Schlepplift;keine;Amt der Tiroler Landesregierung;6,00;2;nein;kein;keine;242;1.300;1.348;48;765;37
Schöngrabenlift;1051;6580;St. Anton am Arlberg;Kandaharweg;9;;1974;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;818;2.067;2.302;235;1.430;336
Gampen 1 Übungslift;1052;6580;St. Anton am Arlberg;Kandaharweg;9;;1958;nein;;Schlepplift;keine;Amt der Tiroler Landesregierung;6,00;2;nein;kein;keine;306;1.840;1.911;71;1.180;84
Gampen 2 Übungslift;1053;6580;St. Anton am Arlberg;Kandaharweg;9;;1988;nein;;Schlepplift;keine;Amt der Tiroler Landesregierung;6,00;2;nein;kein;keine;191;1.840;1.878;38;780;30
Muldenlift;1054;6580;St. Anton am Arlberg;Kandaharweg;9;;1992;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;197;1.305;1.355;50;725;36
Vallugalift;1064;6580;St. Anton am Arlberg;Kandaharweg;9;;1980;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;474;2.464;2.578;114;1.120;128
Tanzbödenlift;1065;6580;St. Anton am Arlberg;Kandaharweg;9;;;nein;;Schlepplift;keine;Amt der Tiroler Landesregierung;6,00;2;nein;kein;keine;724;1.955;2.161;206;1.400;288
Nasserein-Kinderpark;1882;6580;St. Anton am Arlberg;Kandaharweg;9;;2007;nein;;Tellerschlepplift;keine;Amt der Tiroler Landesregierung;4,00;1;nein;kein;keine;64;1.315;1.323;8;600;5
Gampberglift aufg.;1078;6580;St. Anton am Arlberg;;;;;ja;2005;Schlepplift;keine;;6,00;2;nein;kein;keine;1.137;1.998;2.404;406;1.200;487
Tobellift aufg.;1079;6580;St. Anton am Arlberg;;;;;ja;2009;Schlepplift;keine;;6,00;2;nein;kein;keine;588;1.852;2.114;262;1.200;314
Maaßbahn;1571;6580;St. Anton am Arlberg;Kandaharweg;9;;1998;nein;;2er Sessellift fix geklemmt;keine;Amt der Tiroler Landesregierung;8,00;2;nein;kein;keine;1.032;1.710;2.054;344;1.440;495
Schneewittchen aufg.;1070;6580;St. Anton am Arlberg;;;;;ja;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;68;1.306;1.321;15;713;10
Rendl-Übungslift 1;1080;6580;St. Anton am Arlberg;Rosannaweg;2;;1979;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;397;1.950;2.044;94;1.175;110
Mattunbahn;1044;6580;St. Anton am Arlberg;Kandaharweg;9;;1988;nein;;4er Sessellift fix geklemmt;keine;Amt der Tiroler Landesregierung;10,00;4;nein;kein;keine;585;1.675;1.885;210;1.930;405
Riffelbahn II;1076;6580;St. Anton am Arlberg;Rosannaweg;2;;1988;nein;;2er Sessellift fix geklemmt;keine;Amt der Tiroler Landesregierung;8,00;2;nein;kein;keine;830;2.293;2.645;352;1.450;510
Riffelbahn I;1075;6580;St. Anton am Arlberg;Rosannaweg;2;;1988;nein;;2er Sessellift fix geklemmt;keine;Amt der Tiroler Landesregierung;8,00;2;nein;kein;keine;1.228;1.888;2.432;544;1.440;783
St. Christophbahn;1522;6580;St. Anton am Arlberg;St. Christoph;26;;1995;nein;;4er Sessellift kuppelbar;teilweise;Amt der Tiroler Landesregierung;10,00;4;nein;Bubble;keine;1.080;1.781;2.182;401;2.000;802
Schindlergratbahn;1060;6580;St. Anton am Arlberg;Kandaharweg;9;;1981;nein;;3er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;9,00;3;nein;kein;keine;1.483;2.048;2.643;595;2.160;1.285
Nassereinbahn;1675;6580;St. Anton am Arlberg;Nassereingasse;8;;2000;nein;;8er Einseilumlaufbahn;teilweise;Amt der Tiroler Landesregierung;12,00;8;nein;Kabine;keine;1.950;1.291;1.863;572;2.600;1.487
Vallugabahn 2;1057;6580;St. Anton am Arlberg;Kandaharweg;9;;1955;nein;;Zweiseilpendelbahn;keine;Amt der Tiroler Landesregierung;15,00;6;nein;Kabine;keine;374;2.642;2.810;168;185;31
Vallugabahn 1;1056;6580;St. Anton am Arlberg;Kandaharweg;9;;1954;nein;;Zweiseilpendelbahn;keine;;15,00;50;nein;Kabine;keine;2.993;2.091;2.645;554;440;244
Gampbergbahn;1881;6580;St. Anton am Arlberg;Kandaharweg;9;;2005;nein;;6er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;12,00;6;nein;Bubble;Förderband;1.137;2.009;2.400;391;2.211;865
Kapallbahn;1617;6580;St. Anton am Arlberg;Kandaharweg;9;;1998;nein;;6er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;12,00;6;nein;Bubble;Förderband;1.252;1.846;2.328;482;3.200;1.542
Fangbahn;1646;6580;St. Anton am Arlberg;Kandaharweg;9;;1999;nein;;4er Sessellift kuppelbar;teilweise;Amt der Tiroler Landesregierung;10,00;4;nein;kein;keine;751;1.317;1.581;264;2.000;528
Arlberger Gampenbahn (Schindlerbahn);1045;6580;St. Anton am Arlberg;Kandaharweg;11;;1990;nein;;4er Sessellift kuppelbar;teilweise;Amt der Tiroler Landesregierung;10,00;4;nein;Bubble;Förderband;1.492;1.310;1.850;540;2.400;1.296
Maiensee II aufg.;1068;6580;St. Anton am Arlberg;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;818;;;242;1.200;290
Arlenmähder aufg.;1061;6580;St. Anton am Arlberg;;;;;ja;2003;Schlepplift;keine;;6,00;2;nein;kein;keine;961;1.823;2.131;308;1.440;444
Feldherrnhügel aufg.;1062;6580;St. Anton am Arlberg;;;;;ja;2006;Schlepplift;keine;;6,00;2;nein;kein;keine;1.522;1.640;2.121;481;1.400;673
Übungshang Galzig aufg.;1063;6580;St. Anton am Arlberg;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;450;;;110;700;77
Slalomlift aufg.;1048;6580;St. Anton am Arlberg;;;;;ja;1999;Schlepplift;keine;;6,00;2;nein;kein;keine;684;1.300;1.543;243;1.250;304
Osthanglift aufg.;1069;6580;St. Anton am Arlberg;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;979;;;253;1.400;354
Masslift aufg.;1077;6580;St. Anton am Arlberg;;;;;ja;1998;Schlepplift;keine;;6,00;2;nein;kein;keine;1.043;1.705;2.049;344;1.200;413
Übungslift aufg.;1082;6580;St. Anton am Arlberg;;;;;ja;1997;Schlepplift;keine;;6,00;2;nein;kein;keine;187;;;48;979;47
Übungslift aufg.;1072;6580;St. Anton am Arlberg;;;;;ja;1994;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;50;;;10;603;6
Kapall II aufg.;1047;6580;St. Anton am Arlberg;;;;;ja;1998;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.333;1.832;2.329;497;1.440;716
Kapall I aufg.;1046;6580;St. Anton am Arlberg;;;;;ja;1998;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.255;1.846;2.314;468;700;328
Osthangbahn-Galzig aufg.;1523;6580;St. Anton am Arlberg;;;;1995;ja;;4er Sessellift kuppelbar;keine;;10,00;;nein;Bubble;keine;1.229;1.854;2.180;326;2.650;864
Galzigbahn;1880;6580;St. Anton am Arlberg;Kandaharweg;9;;2006;nein;;Doppelseilumlaufbahn;teilweise;Amt der Tiroler Landesregierung;12,00;24;nein;Kabine;keine;2.542;1.320;2.086;766;2.200;1.685
Rendlbahn aufg.;1074;6580;St. Anton am Arlberg;;;;1974;ja;2009;Zweiseilumlaufbahn;ausschließlich;;1,00;;nein;Kabine;keine;2.440;1.312;2.030;718;1.167;838
Galzigbahn aufg.;1055;6580;St. Anton am Arlberg;;;;1937;ja;2006;Zweiseilpendelbahn;teilweise;;15,00;;nein;Kabine;keine;2.570;1.300;2.069;769;700;538
Christophbahn aufg.;1058;6580;St. Anton am Arlberg;;;;;ja;1994;Zweiseilpendelbahn;ausschließlich;;15,00;;nein;Kabine;keine;1.061;;;402;250;100
Arlbergkandaharbahn aufg.;1043;6580;St. Anton am Arlberg;;;;;ja;2001;Standseilbahn;teilweise;;10,00;;nein;Kabine;keine;1.414;1.302;1.835;533;1.620;863
Arlenmähder;1804;6580;St. Anton am Arlberg;Kandaharweg;9;;2003;nein;;6er Sessellift kuppelbar;keine;Amt der Tiroler Landesregierung;12,00;6;nein;Bubble;keine;1.629;1.834;2.331;497;2.600;1.292
Schneesportschule Großgasteiger;6384;9963;St. Jakob in Defereggen;;;;;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;;;;;;
Schischule Gasser;5057;9963;St. Jakob in Defereggen;;;;;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;60;;;7;570;
St.-Leonhard-Lift;5056;9963;St. Jakob in Defereggen;;;;;nein;;Schlepplift;keine;;;;nein;kein;keine;679;1.410;1.514;104;873;91
Jausenstation;5055;9963;St. Jakob in Defereggen;;;;;ja;;Schlepplift mit niedriger Seilführung;;;;;nein;;;168;;;29;375;
Weisspitzlift aufg.;1633;9963;St. Jakob in Defereggen;;;;1971;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;1.794;2.020;2.454;434;1.030;447
Feistritzlift;1156;9963;St. Jakob in Defereggen;;;;1986;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;700;1.370;1.504;134;1.436;192
Lackenlift aufg.;1158;9963;St. Jakob in Defereggen;;;;;ja;2004;Schlepplift;teilweise;;6,00;2;nein;kein;keine;997;1.970;2.200;230;1.201;276
Kühbodenlift aufg.;1159;9963;St. Jakob in Defereggen;;;;1972;ja;2004;Schlepplift;keine;;6,00;2;nein;kein;keine;674;2.200;2.450;250;1.196;299
Babylift Staller Sattel aufg.;1820;9963;St. Jakob in Defereggen;;;;;ja;2004;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;160;1.950;1.981;31;300;9
Obersee aufg.;1160;9963;St. Jakob in Defereggen;;;;;ja;2004;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;168;1.980;2.010;30;375;11
Mooserberg I;1155;9963;St. Jakob in Defereggen;;;;1988;nein;;3er Sessellift fix geklemmt;keine;;9,00;3;nein;kein;keine;1.148;2.055;2.373;318;1.960;623
Brunnalm;1154;9963;St. Jakob in Defereggen;;;;1992;nein;;6er Einseilumlaufbahn;teilweise;;12,00;6;nein;Kabine;keine;1.442;1.400;2.053;653;2.400;1.567
Weißspitzbahn;1819;9963;St. Jakob in Defereggen;;;;2004;nein;;6er Sessellift kuppelbar;keine;;12,00;;nein;Bubble;keine;1.784;2.020;2.454;434;2.400;1.042
Kröpfllift;737;6391;St. Jakob in Haus;;;;1976;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;635;850;1.023;173;1.200;208
Hochleiten;1773;6391;St. Jakob in Haus;;;;2001;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;651;840;968;128;1.200;154
Bobo Kinderpark;1702;6391;St. Jakob in Haus;;;;2000;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;143;880;925;45;1.450;65
Oberndorf Schischullift;5061;6380;St. Johann in Tirol;;;;;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;125;;;13;612;
Baumooslift;5059;6380;St. Johann in Tirol;;;;1963;nein;;Schlepplift;;;;;nein;;;570;670;790;90;600;54
Jodlalm;742;6380;St. Johann in Tirol;;;;1981;nein;;2er Sessellift fix geklemmt;keine;;8,00;2;nein;kein;keine;1.968;987;1.486;499;1.242;620
Hochfeld I;741;6380;St. Johann in Tirol;;;;1978;nein;;2er Sessellift fix geklemmt;ausschließlich;;8,00;2;nein;kein;keine;522;668;814;146;1.000;146
Hausfeldlift I aufg.;931;6380;St. Johann in Tirol;;;;;ja;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;175;;;17;600;5
Hausfeldlift II aufg.;932;6380;St. Johann in Tirol;;;;;ja;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;62;;;7;720;4
Zubringerlift Baumoos;745;6380;St. Johann in Tirol;;;;1982;nein;;Schlepplift mit niedriger Seilführung;teilweise;;2,00;1;nein;kein;keine;220;645;685;40;574;22
Hochfeld II;740;6380;St. Johann in Tirol;;;;1987;nein;;3er Sessellift fix geklemmt;keine;;9,00;3;nein;kein;keine;726;811;943;132;1.948;257
Raintalilft;753;6380;St. Johann in Tirol;;;;1987;nein;;2er Sessellift fix geklemmt;keine;;8,00;;nein;Bubble;Förderband;1.955;1.281;1.854;573;1.440;825
Eichenhof-Babylift;5058;6380;St. Johann in Tirol;;;;1986;nein;;Schlepplift mit niedriger Seilführung;;;;;nein;;;80;;;10;720;7
Buchwies;747;6380;St. Johann in Tirol;;;;1966;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;255;870;935;65;700;46
Eichenhof I;748;6380;St. Johann in Tirol;;;;;nein;;Schlepplift;teilweise;;6,00;2;nein;kein;keine;935;685;827;142;1.200;170
Eichenhof II aufg.;749;6380;St. Johann in Tirol;;;;;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;1.590;829;1.246;417;1.200;500
Tannlift aufg.;750;6380;St. Johann in Tirol;;;;;ja;2005;Schlepplift;keine;;6,00;2;nein;kein;keine;240;692;739;47;1.030;48
Schneiderberglift aufg.;743;6380;St. Johann in Tirol;;;;;ja;1999;1er Sessellift fix geklemmt;teilweise;;7,00;1;nein;kein;keine;1.246;;;306;450;138
Hausfeld-Camping;1567;6380;St. Johann in Tirol;;;;1998;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;200;0;0;28;436;12
Hausfeldlift aufg.;752;6380;St. Johann in Tirol;;;;;ja;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;70;;;7;600;4
Übungslift Rueppen;746;6380;St. Johann in Tirol;;;;1988;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;200;690;710;20;550;11
Harschbichl II;739;6380;St. Johann in Tirol;;;;1987;nein;;6er Einseilumlaufbahn;keine;;12,00;6;nein;Kabine;keine;1.239;1.211;1.605;394;2.000;788
Harschbichl I;738;6380;St. Johann in Tirol;;;;1987;nein;;6er Einseilumlaufbahn;teilweise;;12,00;6;nein;Kabine;keine;2.390;691;1.211;520;2.000;1.040
Sunnalm;6468;6481;St. Leonhard im Pitztal;;;;2009;nein;;6er Sessellift kuppelbar;keine;;;6;nein;;;469;2.130;2.350;220;2.050;451
Mittagskogellift;5064;6481;St. Leonhard im Pitztal;;;;1988;nein;;Schlepplift;;;;;nein;;;345;2.840;2.895;55;728;40
Mandarfenlift;5063;6481;St. Leonhard im Pitztal;;;;1996;nein;;Schlepplift;;;;;nein;;;340;1.660;1.730;70;700;49
Hüttenlift aufg.;327;6481;St. Leonhard im Pitztal;;;;;ja;2004;Schlepplift;keine;;6,00;2;nein;kein;keine;538;2.130;2.330;200;1.200;240
Muldenlift aufg.;328;6481;St. Leonhard im Pitztal;;;;;ja;2009;Schlepplift;keine;;6,00;2;nein;kein;keine;412;2.156;2.290;134;1.200;161
Mittelbergjoch I aufg.;332;6481;St. Leonhard im Pitztal;;;;1983;ja;2006;Schlepplift;keine;;6,00;2;nein;kein;keine;2.220;2.730;3.164;434;1.200;521
Brunnenkogellift;333;6481;St. Leonhard im Pitztal;;;;1983;nein;;Schlepplift;keine;;6,00;2;nein;kein;keine;1.810;2.840;3.241;401;1.440;577
Mittelbergjochlift II aufg.;335;6481;St. Leonhard im Pitztal;;;;1985;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;632;3.164;3.278;114;1.425;137
Übungslift aufg.;336;6481;St. Leonhard im Pitztal;;;;1989;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;345;2.840;2.895;55;750;41
Weisswald;338;6481;St. Leonhard im Pitztal;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;132;;;14;590;8
Sonnblicklift;337;6481;St. Leonhard im Pitztal;;;;;ja;1994;Schlepplift;keine;;6,00;2;nein;kein;keine;196;;;40;960;38
Söldalift;339;6481;St. Leonhard im Pitztal;;;;;ja;;Schlepplift;keine;;6,00;2;nein;kein;keine;218;;;45;590;27
Rifflsee aufg.;326;6481;St. Leonhard im Pitztal;;;;;ja;1994;1er Sessellift fix geklemmt;keine;;7,00;1;nein;kein;keine;1.287;;;617;554;342
Hirschtal-Übungslift;1504;6481;St. Leonhard im Pitztal;;;;1995;nein;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;220;2.230;2.270;40;720;29
Babylift aufg.;334;6481;St. Leonhard im Pitztal;;;;1984;ja;2004;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;180;3.030;3.040;10;600;6
Übungslift;1779;6481;St. Leonhard im Pitztal;;;;;ja;;Schlepplift mit niedriger Seilführung;keine;;2,00;1;nein;kein;keine;0;1.665;1.735;70;0;0
